Company_Name_cl,License_type_cl,Application_department_cl,Application_date_middle_code_cl,Application_date_cl,Award_date_cl,Expiry_date_cl,Commodity_cl,Area_acre_cl,Location_state_cl,License_location_cl,License_location_code_1_cl,License_location_code_2_cl
GREAT GENESIS GEMS COMPANY LIMITED,Sharing,Oo Si,1/07,2007-02-16,2008-10-19,2013-10-18,Jade,70,Kachin State,War Kyae,4,
GREAT GENESIS GEMS COMPANY LIMITED,Private,Oo Si,6/11,2011-12-18,2012-01-31,2015-01-30,Jade,1,Kachin State,Whay Khar,868,
GREAT GENESIS GEMS COMPANY LIMITED,Private,Oo Si,6/11,2011-12-18,2012-01-31,2015-01-30,Jade,1,Kachin State,Whay Khar,869,
GREAT GENESIS GEMS COMPANY LIMITED,Private,Oo Si,6/11,2011-12-18,2012-01-31,2015-01-30,Jade,1,Kachin State,Whay Khar,870,
GREAT GENESIS GEMS COMPANY LIMITED,Private,Oo Si,6/11,2011-12-18,2012-01-31,2015-01-30,Jade,1,Kachin State,Whay Khar,888,
GREAT GENESIS GEMS COMPANY LIMITED,Private,Oo Si,6/11,2011-12-18,2012-01-31,2015-01-30,Jade,1,Kachin State,Whay Khar,889,
GREAT GENESIS GEMS COMPANY LIMITED,Private,Oo Si,6/11,2011-12-18,2012-01-31,2015-01-30,Jade,1,Kachin State,Whay Khar,898,
GREAT GENESIS GEMS COMPANY LIMITED,Private,Oo Si,6/11,2011-12-18,2012-01-31,2015-01-30,Jade,1,Kachin State,Whay Khar,908,
GREAT GENESIS GEMS COMPANY LIMITED,Private,Oo Si,6/11,2011-12-18,2012-01-31,2015-01-30,Jade,1,Kachin State,Whay Khar,909,
GREAT GENESIS GEMS COMPANY LIMITED,Private,Oo Si,6/11,2011-12-18,2012-01-31,2015-01-30,Jade,1,Kachin State,Whay Khar,910,
GREAT GENESIS GEMS COMPANY LIMITED,Private,Oo Si,6/11,2011-12-18,2012-01-31,2015-01-30,Jade,1,Kachin State,Whay Khar,928,
GREAT GENESIS GEMS COMPANY LIMITED,Private,Oo Si,6/11,2011-12-18,2012-01-31,2015-01-30,Jade,1,Kachin State,Whay Khar,929,
GREAT GENESIS GEMS COMPANY LIMITED,Private,Oo Si,6/11,2011-12-18,2012-01-31,2015-01-30,Jade,1,Kachin State,Whay Khar,930,
GREAT GENESIS GEMS COMPANY LIMITED,Private,Oo Si,6/11,2011-12-18,2012-01-31,2015-01-30,Jade,1,Kachin State,Whay Khar,947,
GREAT GENESIS GEMS COMPANY LIMITED,Private,Oo Si,6/11,2011-12-18,2012-01-31,2015-01-30,Jade,1,Kachin State,Whay Khar,948,
GREAT GENESIS GEMS COMPANY LIMITED,Private,Oo Si,6/11,2011-12-18,2012-01-31,2015-01-30,Jade,1,Kachin State,Whay Khar,946,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-10-27,2013-10-26,Jade,1,Kachin State,Taw Mhaw,104,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-10-27,2013-10-26,Jade,1,Kachin State,Taw Mhaw,105,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-10-27,2013-10-26,Jade,1,Kachin State,Taw Mhaw,106,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-10-27,2013-10-26,Jade,1,Kachin State,Taw Mhaw,107,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-10-27,2013-10-26,Jade,1,Kachin State,Taw Mhaw,108,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-10-27,2013-10-26,Jade,1,Kachin State,Taw Mhaw,109,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-10-27,2013-10-26,Jade,1,Kachin State,Taw Mhaw,110,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-10-27,2013-10-26,Jade,1,Kachin State,Taw Mhaw,111,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-10-27,2013-10-26,Jade,1,Kachin State,Taw Mhaw,112,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-10-27,2013-10-26,Jade,1,Kachin State,Taw Mhaw,113,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-10-27,2013-10-26,Jade,1,Kachin State,Taw Mhaw,114,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-10-27,2013-10-26,Jade,1,Kachin State,Taw Mhaw,115,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-10-27,2013-10-26,Jade,1,Kachin State,Taw Mhaw,116,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-10-27,2013-10-26,Jade,1,Kachin State,Taw Mhaw,117,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-10-27,2013-10-26,Jade,1,Kachin State,Taw Mhaw,118,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-10-27,2013-10-26,Jade,1,Kachin State,Taw Mhaw,119,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-10-27,2013-10-26,Jade,1,Kachin State,Taw Mhaw,120,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-10-27,2013-10-26,Jade,1,Kachin State,Taw Mhaw,121,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-10-27,2013-10-26,Jade,1,Kachin State,Taw Mhaw,122,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-10-27,2013-10-26,Jade,1,Kachin State,Taw Mhaw,123,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-10-27,2013-10-26,Jade,1,Kachin State,Taw Mhaw,124,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-10-27,2013-10-26,Jade,1,Kachin State,Taw Mhaw,125,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-10-27,2013-10-26,Jade,1,Kachin State,Taw Mhaw,126,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-10-27,2013-10-26,Jade,1,Kachin State,Taw Mhaw,127,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-10-27,2013-10-26,Jade,1,Kachin State,Taw Mhaw,128,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-10-27,2013-10-26,Jade,1,Kachin State,Taw Mhaw,129,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-10-27,2013-10-26,Jade,1,Kachin State,Taw Mhaw,130,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-10-27,2013-10-26,Jade,1,Kachin State,Taw Mhaw,131,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-10-27,2013-10-26,Jade,1,Kachin State,Taw Mhaw,132,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-10-27,2013-10-26,Jade,1,Kachin State,Taw Mhaw,133,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-10-27,2013-10-26,Jade,1,Kachin State,Taw Mhaw,134,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-10-27,2013-10-26,Jade,1,Kachin State,Taw Mhaw,135,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-10-27,2013-10-26,Jade,1,Kachin State,Taw Mhaw,136,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-10-27,2013-10-26,Jade,1,Kachin State,Taw Mhaw,137,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-10-27,2013-10-26,Jade,1,Kachin State,Taw Mhaw,138,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-10-27,2013-10-26,Jade,1,Kachin State,Taw Mhaw,139,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-10-27,2013-10-26,Jade,1,Kachin State,Taw Mhaw,140,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-10-27,2013-10-26,Jade,1,Kachin State,Taw Mhaw,141,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-10-27,2013-10-26,Jade,1,Kachin State,Taw Mhaw,142,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-10-27,2013-10-26,Jade,1,Kachin State,Taw Mhaw,143,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-10-27,2013-10-26,Jade,1,Kachin State,Taw Mhaw,144,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-10-27,2013-10-26,Jade,1,Kachin State,Taw Mhaw,145,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-10-27,2013-10-26,Jade,1,Kachin State,Taw Mhaw,146,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-10-27,2013-10-26,Jade,1,Kachin State,Taw Mhaw,147,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-10-27,2013-10-26,Jade,1,Kachin State,Taw Mhaw,148,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-10-27,2013-10-26,Jade,1,Kachin State,Taw Mhaw,149,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-10-27,2013-10-26,Jade,1,Kachin State,Taw Mhaw,150,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-10-27,2013-10-26,Jade,1,Kachin State,Taw Mhaw,151,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-10-27,2013-10-26,Jade,1,Kachin State,Taw Mhaw,152,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-10-27,2013-10-26,Jade,1,Kachin State,Taw Mhaw,153,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-10-27,2013-10-26,Jade,1,Kachin State,Taw Mhaw,154,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-10-27,2013-10-26,Jade,1,Kachin State,Taw Mhaw,155,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-10-27,2013-10-26,Jade,1,Kachin State,Taw Mhaw,156,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-10-27,2013-10-26,Jade,1,Kachin State,Taw Mhaw,157,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-10-27,2013-10-26,Jade,1,Kachin State,Taw Mhaw,158,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-10-27,2013-10-26,Jade,1,Kachin State,Taw Mhaw,159,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-10-27,2013-10-26,Jade,1,Kachin State,Taw Mhaw,160,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-10-27,2013-10-26,Jade,1,Kachin State,Taw Mhaw,161,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-10-27,2013-10-26,Jade,1,Kachin State,Taw Mhaw,162,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-10-27,2013-10-26,Jade,1,Kachin State,Taw Mhaw,163,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-10-27,2013-10-26,Jade,1,Kachin State,Taw Mhaw,164,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-10-27,2013-10-26,Jade,1,Kachin State,Taw Mhaw,165,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-10-27,2013-10-26,Jade,1,Kachin State,Taw Mhaw,166,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-10-27,2013-10-26,Jade,1,Kachin State,Taw Mhaw,167,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-10-27,2013-10-26,Jade,1,Kachin State,Taw Mhaw,168,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-10-27,2013-10-26,Jade,1,Kachin State,Taw Mhaw,169,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-10-27,2013-10-26,Jade,1,Kachin State,Taw Mhaw,170,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-10-27,2013-10-26,Jade,1,Kachin State,Taw Mhaw,171,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-10-27,2013-10-26,Jade,1,Kachin State,Taw Mhaw,172,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-10-27,2013-10-26,Jade,1,Kachin State,Taw Mhaw,173,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-10-27,2013-10-26,Jade,1,Kachin State,Taw Mhaw,174,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-10-27,2013-10-26,Jade,1,Kachin State,Taw Mhaw,175,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-10-27,2013-10-26,Jade,1,Kachin State,Taw Mhaw,176,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-10-27,2013-10-26,Jade,1,Kachin State,Taw Mhaw,177,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-10-27,2013-10-26,Jade,1,Kachin State,Taw Mhaw,178,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-10-27,2013-10-26,Jade,1,Kachin State,Taw Mhaw,179,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-10-27,2013-10-26,Jade,1,Kachin State,Taw Mhaw,180,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-10-27,2013-10-26,Jade,1,Kachin State,Taw Mhaw,181,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-10-27,2013-10-26,Jade,1,Kachin State,Taw Mhaw,182,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-10-27,2013-10-26,Jade,1,Kachin State,Taw Mhaw,183,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-10-27,2013-10-26,Jade,1,Kachin State,Taw Mhaw,184,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-10-27,2013-10-26,Jade,1,Kachin State,Taw Mhaw,185,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-10-27,2013-10-26,Jade,1,Kachin State,Taw Mhaw,186,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-10-27,2013-10-26,Jade,1,Kachin State,Taw Mhaw,187,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-10-27,2013-10-26,Jade,1,Kachin State,Taw Mhaw,188,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-10-27,2013-10-26,Jade,1,Kachin State,Taw Mhaw,189,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-10-27,2013-10-26,Jade,1,Kachin State,Taw Mhaw,190,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-10-27,2013-10-26,Jade,1,Kachin State,Taw Mhaw,191,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-10-27,2013-10-26,Jade,1,Kachin State,Taw Mhaw,192,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-10-27,2013-10-26,Jade,1,Kachin State,Taw Mhaw,193,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-10-27,2013-10-26,Jade,1,Kachin State,Taw Mhaw,194,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-10-27,2013-10-26,Jade,1,Kachin State,Taw Mhaw,195,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-10-27,2013-10-26,Jade,1,Kachin State,Taw Mhaw,196,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-10-27,2013-10-26,Jade,1,Kachin State,Taw Mhaw,197,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-10-27,2013-10-26,Jade,1,Kachin State,Taw Mhaw,198,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-10-27,2013-10-26,Jade,1,Kachin State,Taw Mhaw,199,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-10-27,2013-10-26,Jade,1,Kachin State,Taw Mhaw,200,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-10-27,2013-10-26,Jade,1,Kachin State,Taw Mhaw,201,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-10-27,2013-10-26,Jade,1,Kachin State,Taw Mhaw,202,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-10-27,2013-10-26,Jade,1,Kachin State,Taw Mhaw,203,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-10-27,2013-10-26,Jade,1,Kachin State,Taw Mhaw,204,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-10-27,2013-10-26,Jade,1,Kachin State,Taw Mhaw,205,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-10-27,2013-10-26,Jade,1,Kachin State,Taw Mhaw,206,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-10-27,2013-10-26,Jade,1,Kachin State,Taw Mhaw,207,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-10-27,2013-10-26,Jade,1,Kachin State,Taw Mhaw,208,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-10-27,2013-10-26,Jade,1,Kachin State,Taw Mhaw,209,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-10-27,2013-10-26,Jade,1,Kachin State,Taw Mhaw,210,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-10-27,2013-10-26,Jade,1,Kachin State,Taw Mhaw,211,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-10-27,2013-10-26,Jade,1,Kachin State,Taw Mhaw,212,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-10-27,2013-10-26,Jade,1,Kachin State,Taw Mhaw,213,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-10-27,2013-10-26,Jade,1,Kachin State,Taw Mhaw,214,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-10-27,2013-10-26,Jade,1,Kachin State,Taw Mhaw,215,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-10-27,2013-10-26,Jade,1,Kachin State,Taw Mhaw,216,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-10-27,2013-10-26,Jade,1,Kachin State,Taw Mhaw,217,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-10-27,2013-10-26,Jade,1,Kachin State,Taw Mhaw,218,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-10-27,2013-10-26,Jade,1,Kachin State,Taw Mhaw,219,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-10-27,2013-10-26,Jade,1,Kachin State,Taw Mhaw,220,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-10-27,2013-10-26,Jade,1,Kachin State,Taw Mhaw,221,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-10-27,2013-10-26,Jade,1,Kachin State,Taw Mhaw,222,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-10-27,2013-10-26,Jade,1,Kachin State,Taw Mhaw,223,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-10-27,2013-10-26,Jade,1,Kachin State,Taw Mhaw,224,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-10-27,2013-10-26,Jade,1,Kachin State,Taw Mhaw,225,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-10-27,2013-10-26,Jade,1,Kachin State,Taw Mhaw,226,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-10-27,2013-10-26,Jade,1,Kachin State,Taw Mhaw,227,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-10-27,2013-10-26,Jade,1,Kachin State,Taw Mhaw,228,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-10-27,2013-10-26,Jade,1,Kachin State,Taw Mhaw,229,
MYANMAR IMPERIAL JADE (GEMS & JEWELLERY) COMPANY LIMITED,Private,Oo Si,3/10,2010-09-28,2010-10-27,2013-10-26,Jade,1,Kachin State,Taw Mhaw,230,
