Company_Name_cl,License_type_cl,Application_department_cl,Application_date_middle_code_cl,Application_date_cl,Award_date_cl,Expiry_date_cl,Commodity_cl,Area_acre_cl,Location_state_cl,License_location_cl,License_location_code_1_cl,License_location_code_2_cl
WAI AUNG GABAR GEMS COMPANY LIMITED,Private,Kyi Kyat,5/12,2012-07-06,2012-07-26,2015-07-25,Jade,1,Kachin State,Walar Sarkyin Phaw Htoke,91,
WAI AUNG GABAR GEMS COMPANY LIMITED,Private,Kyi Kyat,5/12,2012-07-06,2012-07-26,2015-07-25,Jade,1,Kachin State,Walar Sarkyin Phaw Htoke,93,
WAI AUNG GABAR GEMS COMPANY LIMITED,Private,Kyi Kyat,5/12,2012-07-06,2012-07-26,2015-07-25,Jade,1,Kachin State,Walar Sarkyin Phaw Htoke,94,
WAI AUNG GABAR GEMS COMPANY LIMITED,Private,Kyi Kyat,5/12,2012-07-06,2012-07-26,2015-07-25,Jade,1,Kachin State,Walar Sarkyin Phaw Htoke,95,
WAI AUNG GABAR GEMS COMPANY LIMITED,Private,Kyi Kyat,5/12,2012-07-06,2012-07-26,2015-07-25,Jade,1,Kachin State,Walar Sarkyin Phaw Htoke,96,
WAI AUNG GABAR GEMS COMPANY LIMITED,Private,Kyi Kyat,5/12,2012-07-06,2012-07-26,2015-07-25,Jade,1,Kachin State,Walar Sarkyin Phaw Htoke,97,
WAI AUNG GABAR GEMS COMPANY LIMITED,Private,Kyi Kyat,5/12,2012-07-06,2012-07-26,2015-07-25,Jade,1,Kachin State,Walar Sarkyin Phaw Htoke,99,
WAI AUNG GABAR GEMS COMPANY LIMITED,Private,Kyi Kyat,5/12,2012-07-06,2012-07-26,2015-07-25,Jade,1,Kachin State,Walar Sarkyin Phaw Htoke,100,
WAI AUNG GABAR GEMS COMPANY LIMITED,Private,Kyi Kyat,5/12,2012-07-06,2012-07-26,2015-07-25,Jade,1,Kachin State,Walar Sarkyin Phaw Htoke,101,
WAI AUNG GABAR GEMS COMPANY LIMITED,Private,Kyi Kyat,5/12,2012-07-06,2012-07-26,2015-07-25,Jade,1,Kachin State,Walar Sarkyin Phaw Htoke,102,
WAI AUNG GABAR GEMS COMPANY LIMITED,Private,Kyi Kyat,5/12,2012-07-06,2012-07-26,2015-07-25,Jade,1,Kachin State,Walar Sarkyin Phaw Htoke,103,
WAI AUNG GABAR GEMS COMPANY LIMITED,Private,Kyi Kyat,5/12,2012-07-06,2012-07-26,2015-07-25,Jade,1,Kachin State,Walar Sarkyin Phaw Htoke,105,
WAI AUNG GABAR GEMS COMPANY LIMITED,Private,Kyi Kyat,5/12,2012-07-06,2012-07-26,2015-07-25,Jade,1,Kachin State,Walar Sarkyin Phaw Htoke,106,
WAI AUNG GABAR GEMS COMPANY LIMITED,Private,Kyi Kyat,5/12,2012-07-06,2012-07-26,2015-07-25,Jade,1,Kachin State,Walar Sarkyin Phaw Htoke,107,
WAI AUNG GABAR GEMS COMPANY LIMITED,Private,Kyi Kyat,5/12,2012-07-06,2012-07-26,2015-07-25,Jade,1,Kachin State,Walar Sarkyin Phaw Htoke,108,
WAI AUNG GABAR GEMS COMPANY LIMITED,Private,Kyi Kyat,5/12,2012-07-06,2012-07-26,2015-07-25,Jade,1,Kachin State,Walar Sarkyin Phaw Htoke,109,
WAI AUNG GABAR GEMS COMPANY LIMITED,Private,Kyi Kyat,5/12,2012-07-06,2012-07-26,2015-07-25,Jade,1,Kachin State,Walar Sarkyin Phaw Htoke,111,
WAI AUNG GABAR GEMS COMPANY LIMITED,Private,Kyi Kyat,5/12,2012-07-06,2012-07-26,2015-07-25,Jade,1,Kachin State,Walar Sarkyin Phaw Htoke,112,
WAI AUNG GABAR GEMS COMPANY LIMITED,Private,Kyi Kyat,5/12,2012-07-06,2012-07-26,2015-07-25,Jade,1,Kachin State,Walar Sarkyin Phaw Htoke,113,
WAI AUNG GABAR GEMS COMPANY LIMITED,Private,Kyi Kyat,5/12,2012-07-06,2012-07-26,2015-07-25,Jade,1,Kachin State,Walar Sarkyin Phaw Htoke,114,
WAI AUNG GABAR GEMS COMPANY LIMITED,Private,Kyi Kyat,5/12,2012-07-06,2012-07-26,2015-07-25,Jade,1,Kachin State,Walar Sarkyin Phaw Htoke,115,
WAI AUNG GABAR GEMS COMPANY LIMITED,Private,Kyi Kyat,5/12,2012-07-06,2012-07-26,2015-07-25,Jade,1,Kachin State,Walar Sarkyin Phaw Htoke,117,
WAI AUNG GABAR GEMS COMPANY LIMITED,Private,Kyi Kyat,5/12,2012-07-06,2012-07-26,2015-07-25,Jade,1,Kachin State,Walar Sarkyin Phaw Htoke,118,
WAI AUNG GABAR GEMS COMPANY LIMITED,Private,Kyi Kyat,5/12,2012-07-06,2012-07-26,2015-07-25,Jade,1,Kachin State,Walar Sarkyin Phaw Htoke,119,
WAI AUNG GABAR GEMS COMPANY LIMITED,Private,Kyi Kyat,5/12,2012-07-06,2012-07-26,2015-07-25,Jade,1,Kachin State,Walar Sarkyin Phaw Htoke,120,
WAI AUNG GABAR GEMS COMPANY LIMITED,Private,Kyi Kyat,5/12,2012-07-06,2012-07-26,2015-07-25,Jade,1,Kachin State,Walar Sarkyin Phaw Htoke,121,
WAI AUNG GABAR GEMS COMPANY LIMITED,Private,Kyi Kyat,5/12,2012-07-06,2012-07-26,2015-07-25,Jade,1,Kachin State,Walar Sarkyin Phaw Htoke,123,
WAI AUNG GABAR GEMS COMPANY LIMITED,Private,Kyi Kyat,5/12,2012-07-06,2012-07-26,2015-07-25,Jade,1,Kachin State,Walar Sarkyin Phaw Htoke,124,
WAI AUNG GABAR GEMS COMPANY LIMITED,Private,Kyi Kyat,5/12,2012-07-06,2012-07-26,2015-07-25,Jade,1,Kachin State,Walar Sarkyin Phaw Htoke,125,
WAI AUNG GABAR GEMS COMPANY LIMITED,Private,Kyi Kyat,5/12,2012-07-06,2012-07-26,2015-07-25,Jade,1,Kachin State,Walar Sarkyin Phaw Htoke,126,
WAI AUNG GABAR GEMS COMPANY LIMITED,Private,Kyi Kyat,5/12,2012-07-06,2012-07-26,2015-07-25,Jade,1,Kachin State,Walar Sarkyin Phaw Htoke,127,
WAI AUNG GABAR GEMS COMPANY LIMITED,Private,Kyi Kyat,5/12,2012-07-06,2012-07-26,2015-07-25,Jade,1,Kachin State,Walar Sarkyin Phaw Htoke,130,
WAI AUNG GABAR GEMS COMPANY LIMITED,Private,Kyi Kyat,5/12,2012-07-06,2012-07-26,2015-07-25,Jade,1,Kachin State,Walar Sarkyin Phaw Htoke,131,
WAI AUNG GABAR GEMS COMPANY LIMITED,Private,Kyi Kyat,5/12,2012-07-06,2012-07-26,2015-07-25,Jade,1,Kachin State,Walar Sarkyin Phaw Htoke,132,
WAI AUNG GABAR GEMS COMPANY LIMITED,Private,Kyi Kyat,5/12,2012-07-06,2012-07-26,2015-07-25,Jade,1,Kachin State,Walar Sarkyin Phaw Htoke,133,
WAI AUNG GABAR GEMS COMPANY LIMITED,Private,Kyi Kyat,5/12,2012-07-06,2012-07-26,2015-07-25,Jade,1,Kachin State,Walar Sarkyin Phaw Htoke,136,
WAI AUNG GABAR GEMS COMPANY LIMITED,Private,Kyi Kyat,5/12,2012-07-06,2012-07-26,2015-07-25,Jade,1,Kachin State,Walar Sarkyin Phaw Htoke,137,
WAI AUNG GABAR GEMS COMPANY LIMITED,Private,Kyi Kyat,5/12,2012-07-06,2012-07-26,2015-07-25,Jade,1,Kachin State,Walar Sarkyin Phaw Htoke,138,
WAI AUNG GABAR GEMS COMPANY LIMITED,Private,Kyi Kyat,5/12,2012-07-06,2012-07-26,2015-07-25,Jade,1,Kachin State,Walar Sarkyin Phaw Htoke,139,
WAI AUNG GABAR GEMS COMPANY LIMITED,Private,Kyi Kyat,5/12,2012-07-06,2012-07-26,2015-07-25,Jade,1,Kachin State,Walar Sarkyin Phaw Htoke,142,
WAI AUNG GABAR GEMS COMPANY LIMITED,Private,Kyi Kyat,5/12,2012-07-06,2012-07-26,2015-07-25,Jade,1,Kachin State,Walar Sarkyin Phaw Htoke,143,
WAI AUNG GABAR GEMS COMPANY LIMITED,Private,Kyi Kyat,5/12,2012-07-06,2012-07-26,2015-07-25,Jade,1,Kachin State,Walar Sarkyin Phaw Htoke,144,
WAI AUNG GABAR GEMS COMPANY LIMITED,Private,Kyi Kyat,5/12,2012-07-06,2012-07-26,2015-07-25,Jade,1,Kachin State,Walar Sarkyin Phaw Htoke,145,
WAI AUNG GABAR GEMS COMPANY LIMITED,Private,Kyi Kyat,5/12,2012-07-06,2012-07-26,2015-07-25,Jade,1,Kachin State,Walar Sarkyin Phaw Htoke,146,
WAI AUNG GABAR GEMS COMPANY LIMITED,Private,Kyi Kyat,5/12,2012-07-06,2012-07-26,2015-07-25,Jade,1,Kachin State,Walar Sarkyin Phaw Htoke,147,
WAI AUNG GABAR GEMS COMPANY LIMITED,Private,Kyi Kyat,5/12,2012-07-06,2012-07-26,2015-07-25,Jade,1,Kachin State,Walar Sarkyin Phaw Htoke,148,
YAR ZA HTAR NE GEMS COMPANY LIMITED,Sharing,Oo Si,1/2000,2000-04-17,2013-01-25,2015-01-24,Jade,90.97,Kachin State,Ka Yin Chaung,1,
"SHWE YWET HLWAR GEMS CO.,.LTD.",Sharing,Oo Si,2/09,2009-08-02,2010-02-01,2015-03-31,Jade,105,Kachin State,Ngo Pinn,9,
"SHWE YWET HLWAR GEMS CO.,.LTD.",Private,Oo Si,2/11,2011-06-19,2011-05-19,2014-05-18,Jade,1,Kachin State,Sha Yaung Kha,337,
"SHWE YWET HLWAR GEMS CO.,.LTD.",Private,Oo Si,2/11,2011-06-19,2011-05-19,2014-05-18,Jade,1,Kachin State,Sha Yaung Kha,348,
"SHWE YWET HLWAR GEMS CO.,.LTD.",Private,Oo Si,3/10,2010-09-28,2010-05-09,2013-05-08,Jade,1,Kachin State,Ma Loung,33,
"SHWE YWET HLWAR GEMS CO.,.LTD.",Private,Oo Si,2/10,2010-05-17,2010-05-08,2013-05-07,Jade,1,Kachin State,Mhaw Si Sar,222,
"SHWE YWET HLWAR GEMS CO.,.LTD.",Private,Oo Si,2/10,2010-05-17,2010-05-08,2013-05-07,Jade,1,Kachin State,Mhaw Si Sar,224,
"SHWE YWET HLWAR GEMS CO.,.LTD.",Private,Oo Si,2/10,2010-05-17,2010-05-08,2013-05-07,Jade,1,Kachin State,Mhaw Si Sar,226,
"SHWE YWET HLWAR GEMS CO.,.LTD.",Private,Oo Si,2/10,2010-05-17,2010-06-05,2013-06-04,Jade,1,Kachin State,Sa Byi Wa,55,
"SHWE YWET HLWAR GEMS CO.,.LTD.",Private,Oo Si,2/10,2010-05-17,2010-06-05,2013-06-04,Jade,1,Kachin State,Gyan Kar,47,
"SHWE YWET HLWAR GEMS CO.,.LTD.",Private,Oo Si,3/10,2010-09-28,2010-08-30,2013-08-29,Jade,1,Kachin State,Sha Yaung Kha,87,
"SHWE YWET HLWAR GEMS CO.,.LTD.",Private,Oo Si,3/10,2010-09-28,2010-10-08,2013-10-07,Jade,1,Kachin State,Sha Yaung Kha,256,
"SHWE YWET HLWAR GEMS CO.,.LTD.",Private,Oo Si,3/10,2010-09-28,2010-11-30,2013-11-29,Jade,1,Kachin State,Ma Loung,43,
"SHWE YWET HLWAR GEMS CO.,.LTD.",Private,Oo Si,3/10,2010-09-28,2010-11-30,2013-11-29,Jade,1,Kachin State,Ma Loung,44,
"SHWE YWET HLWAR GEMS CO.,.LTD.",Private,Oo Si,3/10,2010-09-28,2010-11-30,2013-11-29,Jade,1,Kachin State,Ma Loung,45,
"SHWE YWET HLWAR GEMS CO.,.LTD.",Private,Oo Si,3/10,2010-09-28,2010-11-30,2013-11-29,Jade,1,Kachin State,Ma Loung,46,
"SHWE YWET HLWAR GEMS CO.,.LTD.",Private,Oo Si,1/11,2011-05-14,2011-01-31,2014-01-30,Jade,1,Kachin State,Sha Yaung Kha,217,
"SHWE YWET HLWAR GEMS CO.,.LTD.",Private,Oo Si,2/11,2011-06-19,2011-03-20,2014-03-19,Jade,1,Kachin State,Sha Yaung Kha,60,
"SHWE YWET HLWAR GEMS CO.,.LTD.",Private,Oo Si,1/09,2009-04-05,2009-04-24,2014-04-23,Jade,1,Kachin State,Mhaw Si Sar,221,
"SHWE YWET HLWAR GEMS CO.,.LTD.",Private,Oo Si,1/09,2009-04-05,2009-04-24,2014-04-23,Jade,1,Kachin State,Mhaw Si Sar,223,
"SHWE YWET HLWAR GEMS CO.,.LTD.",Private,Oo Si,1/09,2009-04-05,2009-04-24,2014-04-23,Jade,1,Kachin State,Mhaw Si Sar,225,
"SHWE YWET HLWAR GEMS CO.,.LTD.",Private,Oo Si,2/11,2011-06-19,2011-07-02,2014-07-01,Jade,1,Kachin State,Sha Yaung Kha,176,
"SHWE YWET HLWAR GEMS CO.,.LTD.",Private,Oo Si,2/11,2011-06-19,2011-07-02,2014-07-01,Jade,1,Kachin State,Sha Yaung Kha,178,
"SHWE YWET HLWAR GEMS CO.,.LTD.",Private,Oo Si,2/11,2011-06-19,2011-08-29,2014-08-29,Jade,1,Kachin State,Sai Lo,64,
"SHWE YWET HLWAR GEMS CO.,.LTD.",Private,Oo Si,2/11,2011-06-19,2011-08-29,2014-08-29,Jade,1,Kachin State,Sai Lo,67,
"SHWE YWET HLWAR GEMS CO.,.LTD.",Private,Oo Si,2/11,2011-06-19,2011-08-29,2014-08-29,Jade,1,Kachin State,Sai Lo,70,
"SHWE YWET HLWAR GEMS CO.,.LTD.",Private,Oo Si,3/13,2013-02-15,2012-05-19,2015-05-18,Jade,1,Kachin State,Sha Yaung Kha,237,
"SHWE YWET HLWAR GEMS CO.,.LTD.",Private,Oo Si,3/10,2010-09-28,2010-11-18,2015-11-17,Jade,1,Kachin State,Phar Kant Gyi,70,
"SHWE YWET HLWAR GEMS CO.,.LTD.",Private,Oo Si,3/10,2010-09-28,2010-11-18,2015-11-17,Jade,1,Kachin State,Phar Kant Gyi,84,
"SHWE YWET HLWAR GEMS CO.,.LTD.",Private,Oo Si,3/10,2010-09-28,2010-10-08,2017-01-18,Jade,1,Kachin State,Mana,63,
"SHWE YWET HLWAR GEMS CO.,.LTD.",Private,Oo Si,15.3.08,2008-03-15,2010-01-19,2013-01-18,Jade,1,Kachin State,Sha Yaung Kha,169,
"SHWE YWET HLWAR GEMS CO.,.LTD.",Private,Oo Si,15.3.08,2008-03-15,2008-03-08,2013-03-07,Jade,1,Kachin State,Sa Pot,47,
"SHWE YWET HLWAR GEMS CO.,.LTD.",Private,Oo Si,15.3.08,2008-03-15,2008-03-08,2013-03-07,Jade,1,Kachin State,Sa Pot,48,
"SHWE YWET HLWAR GEMS CO.,.LTD.",Private,Oo Si,15.3.08,2008-03-15,2008-03-08,2013-03-07,Jade,1,Kachin State,Sa Pot,49,
"SHWE YWET HLWAR GEMS CO.,.LTD.",Private,Oo Si,15.3.08,2008-03-15,2008-03-08,2013-03-07,Jade,1,Kachin State,Sa Pot,50,
"SHWE YWET HLWAR GEMS CO.,.LTD.",Private,Oo Si,15.3.08,2008-03-15,2008-03-08,2013-03-07,Jade,1,Kachin State,Sa Pot,51,
"SHWE YWET HLWAR GEMS CO.,.LTD.",Private,Oo Si,15.3.08,2008-03-15,2008-03-08,2013-03-07,Jade,1,Kachin State,Sa Pot,52,
"SHWE YWET HLWAR GEMS CO.,.LTD.",Private,Oo Si,15.3.08,2008-03-15,2010-08-30,2013-08-29,Jade,1,Kachin State,Sha Yaung Kha,87,
"SHWE YWET HLWAR GEMS CO.,.LTD.",Private,Oo Si,15.3.08,2008-03-15,2009-10-28,2014-10-27,Jade,1,Kachin State,Sha Yaung Kha,177,
KYAUK SEINN NAGAR (GEMS) COMPANY LIMITED,Sharing,Oo Si,1/2000,2000-04-17,2014-01-20,2016-01-19,Jade,61.7,Kachin State,Phar Kant Gyi,1,
KYAUK SEINN NAGAR (GEMS) COMPANY LIMITED,Sharing,Oo Si,1/07,2007-02-16,2011-04-07,2014-04-06,Jade,13.26,Kachin State,Mamon,4,
KYAUK SEINN NAGAR (GEMS) COMPANY LIMITED,Private,Kyi Kyat,14/10,2010-12-24,2011-01-27,2014-01-26,Jade,1,Kachin State,Kaung yo Phaw Htoke,634,
KYAUK SEINN NAGAR (GEMS) COMPANY LIMITED,Private,Kyi Kyat,14/10,2010-12-24,2011-01-27,2014-01-26,Jade,1,Kachin State,Kaung yo Phaw Htoke,635,
KYAUK SEINN NAGAR (GEMS) COMPANY LIMITED,Private,Kyi Kyat,14/10,2010-12-24,2011-01-27,2014-01-26,Jade,1,Kachin State,Kaung yo Phaw Htoke,636,
KYAUK SEINN NAGAR (GEMS) COMPANY LIMITED,Private,Kyi Kyat,14/10,2010-12-24,2011-01-27,2014-01-26,Jade,1,Kachin State,Kaung yo Phaw Htoke,637,
KYAUK SEINN NAGAR (GEMS) COMPANY LIMITED,Private,Kyi Kyat,14/10,2010-12-24,2011-01-27,2014-01-26,Jade,1,Kachin State,Kaung yo Phaw Htoke,638,
KYAUK SEINN NAGAR (GEMS) COMPANY LIMITED,Private,Kyi Kyat,14/10,2010-12-24,2011-01-27,2014-01-26,Jade,1,Kachin State,Kaung yo Phaw Htoke,639,
KYAUK SEINN NAGAR (GEMS) COMPANY LIMITED,Private,Kyi Kyat,14/10,2010-12-24,2011-01-27,2014-01-26,Jade,1,Kachin State,Kaung yo Phaw Htoke,640,
KYAUK SEINN NAGAR (GEMS) COMPANY LIMITED,Private,Kyi Kyat,14/10,2010-12-24,2011-01-27,2014-01-26,Jade,1,Kachin State,Kaung yo Phaw Htoke,641,
KYAUK SEINN NAGAR (GEMS) COMPANY LIMITED,Private,Kyi Kyat,14/10,2010-12-24,2011-01-27,2014-01-26,Jade,1,Kachin State,Kaung yo Phaw Htoke,642,
KYAUK SEINN NAGAR (GEMS) COMPANY LIMITED,Private,Kyi Kyat,14/10,2010-12-24,2011-01-27,2014-01-26,Jade,1,Kachin State,Kaung yo Phaw Htoke,643,
KYAUK SEINN NAGAR (GEMS) COMPANY LIMITED,Private,Kyi Kyat,14/10,2010-12-24,2011-01-27,2014-01-26,Jade,1,Kachin State,Kaung yo Phaw Htoke,644,
KYAUK SEINN NAGAR (GEMS) COMPANY LIMITED,Private,Kyi Kyat,14/10,2010-12-24,2011-01-27,2014-01-26,Jade,1,Kachin State,Kaung yo Phaw Htoke,645,
KYAUK SEINN NAGAR (GEMS) COMPANY LIMITED,Private,Kyi Kyat,14/10,2010-12-24,2011-01-27,2014-01-26,Jade,1,Kachin State,Kaung yo Phaw Htoke,646,
KYAUK SEINN NAGAR (GEMS) COMPANY LIMITED,Private,Kyi Kyat,14/10,2010-12-24,2011-01-27,2014-01-26,Jade,1,Kachin State,Kaung yo Phaw Htoke,647,
KYAUK SEINN NAGAR (GEMS) COMPANY LIMITED,Private,Kyi Kyat,14/10,2010-12-24,2011-01-27,2014-01-26,Jade,1,Kachin State,Kaung yo Phaw Htoke,648,
KYAUK SEINN NAGAR (GEMS) COMPANY LIMITED,Private,Kyi Kyat,14/10,2010-12-24,2011-01-27,2014-01-26,Jade,1,Kachin State,Kaung yo Phaw Htoke,649,
KYAUK SEINN NAGAR (GEMS) COMPANY LIMITED,Private,Kyi Kyat,14/10,2010-12-24,2011-01-27,2014-01-26,Jade,1,Kachin State,Kaung yo Phaw Htoke,650,
KYAUK SEINN NAGAR (GEMS) COMPANY LIMITED,Private,Kyi Kyat,14/10,2010-12-24,2011-01-27,2014-01-26,Jade,1,Kachin State,Kaung yo Phaw Htoke,651,
KYAUK SEINN NAGAR (GEMS) COMPANY LIMITED,Private,Kyi Kyat,14/10,2010-12-24,2011-01-27,2014-01-26,Jade,1,Kachin State,Kaung yo Phaw Htoke,652,
KYAUK SEINN NAGAR (GEMS) COMPANY LIMITED,Private,Kyi Kyat,14/10,2010-12-24,2011-01-27,2014-01-26,Jade,1,Kachin State,Kaung yo Phaw Htoke,653,
KYAUK SEINN NAGAR (GEMS) COMPANY LIMITED,Private,Kyi Kyat,14/10,2010-12-24,2011-01-27,2014-01-26,Jade,1,Kachin State,Kaung yo Phaw Htoke,654,
KYAUK SEINN NAGAR (GEMS) COMPANY LIMITED,Private,Kyi Kyat,14/10,2010-12-24,2011-01-27,2014-01-26,Jade,1,Kachin State,Kaung yo Phaw Htoke,655,
KYAUK SEINN NAGAR (GEMS) COMPANY LIMITED,Private,Kyi Kyat,14/10,2010-12-24,2011-01-27,2014-01-26,Jade,1,Kachin State,Kaung yo Phaw Htoke,656,
KYAUK SEINN NAGAR (GEMS) COMPANY LIMITED,Private,Kyi Kyat,14/10,2010-12-24,2011-01-27,2014-01-26,Jade,1,Kachin State,Kaung yo Phaw Htoke,657,
KYAUK SEINN NAGAR (GEMS) COMPANY LIMITED,Private,Kyi Kyat,14/10,2010-12-24,2011-01-27,2014-01-26,Jade,1,Kachin State,Kaung yo Phaw Htoke,658,
KYAUK SEINN NAGAR (GEMS) COMPANY LIMITED,Private,Kyi Kyat,14/10,2010-12-24,2011-01-27,2014-01-26,Jade,1,Kachin State,Kaung yo Phaw Htoke,659,
KYAUK SEINN NAGAR (GEMS) COMPANY LIMITED,Private,Kyi Kyat,14/10,2010-12-24,2011-01-27,2014-01-26,Jade,1,Kachin State,Kaung yo Phaw Htoke,660,
KYAUK SEINN NAGAR (GEMS) COMPANY LIMITED,Private,Kyi Kyat,14/10,2010-12-24,2011-01-27,2014-01-26,Jade,1,Kachin State,Kaung yo Phaw Htoke,661,
KYAUK SEINN NAGAR (GEMS) COMPANY LIMITED,Private,Kyi Kyat,14/10,2010-12-24,2011-01-27,2014-01-26,Jade,1,Kachin State,Kaung yo Phaw Htoke,662,
KYAUK SEINN NAGAR (GEMS) COMPANY LIMITED,Private,Kyi Kyat,14/10,2010-12-24,2011-01-27,2014-01-26,Jade,1,Kachin State,Kaung yo Phaw Htoke,663,
KYAUK SEINN NAGAR (GEMS) COMPANY LIMITED,Private,Kyi Kyat,14/10,2010-12-24,2011-01-27,2014-01-26,Jade,1,Kachin State,Kaung yo Phaw Htoke,664,
KYAUK SEINN NAGAR (GEMS) COMPANY LIMITED,Private,Kyi Kyat,14/10,2010-12-24,2011-01-27,2014-01-26,Jade,1,Kachin State,Kaung yo Phaw Htoke,665,
KYAUK SEINN NAGAR (GEMS) COMPANY LIMITED,Private,Kyi Kyat,14/10,2010-12-24,2011-01-27,2014-01-26,Jade,1,Kachin State,Kaung yo Phaw Htoke,666,
KYAUK SEINN NAGAR (GEMS) COMPANY LIMITED,Private,Kyi Kyat,14/10,2010-12-24,2011-01-27,2014-01-26,Jade,1,Kachin State,Kaung yo Phaw Htoke,667,
KYAUK SEINN NAGAR (GEMS) COMPANY LIMITED,Private,Kyi Kyat,14/10,2010-12-24,2011-01-27,2014-01-26,Jade,1,Kachin State,Kaung yo Phaw Htoke,668,
KYAUK SEINN NAGAR (GEMS) COMPANY LIMITED,Private,Kyi Kyat,14/10,2010-12-24,2011-01-27,2014-01-26,Jade,1,Kachin State,Kaung yo Phaw Htoke,669,
KYAUK SEINN NAGAR (GEMS) COMPANY LIMITED,Private,Kyi Kyat,14/10,2010-12-24,2011-01-27,2014-01-26,Jade,1,Kachin State,Kaung yo Phaw Htoke,670,
KYAUK SEINN NAGAR (GEMS) COMPANY LIMITED,Private,Kyi Kyat,14/10,2010-12-24,2011-01-27,2014-01-26,Jade,1,Kachin State,Kaung yo Phaw Htoke,671,
KYAUK SEINN NAGAR (GEMS) COMPANY LIMITED,Private,Kyi Kyat,14/10,2010-12-24,2011-01-27,2014-01-26,Jade,1,Kachin State,Kaung yo Phaw Htoke,672,
KYAUK SEINN NAGAR (GEMS) COMPANY LIMITED,Private,Kyi Kyat,14/10,2010-12-24,2011-01-27,2014-01-26,Jade,1,Kachin State,Kaung yo Phaw Htoke,673,
KYAUK SEINN NAGAR (GEMS) COMPANY LIMITED,Private,Kyi Kyat,14/10,2010-12-24,2011-01-27,2014-01-26,Jade,1,Kachin State,Kaung yo Phaw Htoke,674,
KYAUK SEINN NAGAR (GEMS) COMPANY LIMITED,Private,Kyi Kyat,14/10,2010-12-24,2011-01-27,2014-01-26,Jade,1,Kachin State,Kaung yo Phaw Htoke,675,
KYAUK SEINN NAGAR (GEMS) COMPANY LIMITED,Private,Kyi Kyat,14/10,2010-12-24,2011-01-27,2014-01-26,Jade,1,Kachin State,Kaung yo Phaw Htoke,676,
KYAUK SEINN NAGAR (GEMS) COMPANY LIMITED,Private,Kyi Kyat,14/10,2010-12-24,2011-01-27,2014-01-26,Jade,1,Kachin State,Kaung yo Phaw Htoke,677,
KYAUK SEINN NAGAR (GEMS) COMPANY LIMITED,Private,Kyi Kyat,14/10,2010-12-24,2011-01-27,2014-01-26,Jade,1,Kachin State,Kaung yo Phaw Htoke,678,
KYAUK SEINN NAGAR (GEMS) COMPANY LIMITED,Private,Kyi Kyat,14/10,2010-12-24,2011-01-27,2014-01-26,Jade,1,Kachin State,Walar Phaw Htoke,140,
KYAUK SEINN NAGAR (GEMS) COMPANY LIMITED,Private,Kyi Kyat,14/10,2010-12-24,2011-01-27,2014-01-26,Jade,1,Kachin State,Walar Phaw Htoke,141,
KYAUK SEINN NAGAR (GEMS) COMPANY LIMITED,Private,Kyi Kyat,14/10,2010-12-24,2011-01-27,2014-01-26,Jade,1,Kachin State,Walar Phaw Htoke,142,
KYAUK SEINN NAGAR (GEMS) COMPANY LIMITED,Private,Kyi Kyat,14/10,2010-12-24,2011-01-27,2014-01-26,Jade,1,Kachin State,Walar Phaw Htoke,143,
KYAUK SEINN NAGAR (GEMS) COMPANY LIMITED,Private,Kyi Kyat,14/10,2010-12-24,2011-01-27,2014-01-26,Jade,1,Kachin State,Walar Phaw Htoke,144,
YANDANAR YAUNG CHI GEMS COMPANY LIMITED,Private,Oo Si,3/09,2009-08-02,2009-08-27,2014-08-26,Jade,1,Kachin State,Sa Pot,224,
YANDANAR YAUNG CHI GEMS COMPANY LIMITED,Private,Oo Si,2/11,2010-05-17,2010-07-01,2015-06-30,Jade,1,Kachin State,Ba Zan Chaut,64,
YANDANAR YAUNG CHI GEMS COMPANY LIMITED,Private,Oo Si,2/11,2010-05-17,2010-08-10,2015-08-09,Jade,1,Kachin State,Ba Zan Chaut,83,
YANDANAR YAUNG CHI GEMS COMPANY LIMITED,Private,Oo Si,1/12,2012-04-23,2013-04-01,2016-03-31,Jade,1,Kachin State,Mana,303,
YANDANAR YAUNG CHI GEMS COMPANY LIMITED,Private,Oo Si,2/11,2011-06-19,2011-04-24,2016-04-23,Jade,1,Kachin State,Maw La Kin,28,
YANDANAR YAUNG CHI GEMS COMPANY LIMITED,Private,Oo Si,2/13,2013-02-15,2012-06-15,2017-06-14,Jade,1,Kachin State,Mana,274,
YANDANAR YAUNG CHI GEMS COMPANY LIMITED,Private,Oo Si,2/13,2013-02-15,2012-07-10,2017-07-09,Jade,1,Kachin State,Kalar Mhaw,121,
YANDANAR YAUNG CHI GEMS COMPANY LIMITED,Private,Oo Si,2/09,2009-08-02,2009-08-27,2014-08-26,Jade,1,Kachin State,Sa Pot,224,
YANDANAR YAUNG CHI GEMS COMPANY LIMITED,Private,Oo Si,6/11,2011-12-18,2012-02-20,2015-02-19,Jade,1,Kachin State,Whay Lone,25,
YANDANAR YAUNG CHI GEMS COMPANY LIMITED,Private,Oo Si,6/11,2011-12-18,2012-02-20,2015-02-19,Jade,1,Kachin State,Whay Lone,26,
YANDANAR YAUNG CHI GEMS COMPANY LIMITED,Private,Oo Si,6/11,2011-12-18,2012-02-20,2015-02-19,Jade,1,Kachin State,Whay Lone,27,
YANDANAR YAUNG CHI GEMS COMPANY LIMITED,Private,Oo Si,1/09,2009-04-05,2008-09-03,2013-09-02,Jade,1,Kachin State,Sa Pot,4,
